name,genre,age_group,runtime,country,director,cast,description,released,popular
5 Cowok Jagoan,"Action & Adventure, Comedies, International Movies",Adults,106,,Anggy Umbara,"Ario Bayu, Arifin Putra, Dwi Sasono, Muhadkly Acho, Cornelio Sunny, Tika Bravani, Nirina Zubir, Ganindra Bimo, Verdi Solaiman",Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.,2017,2
5 Flights Up,"Comedies, Dramas, Independent Movies",Teens,92,United States,Richard Loncraine,"Morgan Freeman, Diane Keaton, Alysia Reiner, Carrie Preston",,2014,3
5 Star Christmas,"Comedies, International Movies",Young Adults,96,Italy,Marco Risi,"Massimo Ghini, Ricky Memphis, Martina Stella, Ralph Palka, Biagio Izzo, Riccardo Rossi, Paola Minaccioni","When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.",2018,3
5 to 7,"Comedies, Dramas, Romantic Movies",Young Adults,97,United States,Victor Levin,"Olivia Thirlby, Anton Yelchin, BÃ¯Â¿Â½rÃ¯Â¿Â½nice Marlohe, Eric Stoltz",,2014,1
50 First Dates,"Comedies, Romantic Movies",Teens,99,United States,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin",,2004,2
50/50,"Comedies, Dramas, Independent Movies",Young Adults,100,United States,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",,2011,1
5CM,"Dramas, International Movies",Young Adults,126,Indonesia,Rizal Mantovani,"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya","Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship.",2012,1
5Gang,"Comedies, International Movies",Young Adults,96,Romania,Matei Dima,"Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan","To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter Ã¢ÂÂ until he gets kidnapped.",2019,4
6 Balloons,"Dramas, Independent Movies",Adults,75,United States,Marja Lewis Ryan,"Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock",A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,2018,5
6 Days,"Action & Adventure, Dramas, International Movies",Young Adults,94,"New Zealand, United Kingdom",Toa Fraser,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott","When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid.",2017,1
6 Underground,"Action & Adventure, Dramas",Young Adults,129,United States,Michael Bay,"Ryan Reynolds, MÃÂ©lanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold","After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",2019,4
6 Years,"Dramas, Independent Movies, Romantic Movies",Adults,80,United States,Hannah Fidell,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard",,2015,3
6-5=2,"Horror Movies, International Movies, Thrillers",Adults,103,India,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada","Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical.",2014,2
68 Kill,"Comedies, Independent Movies, Thrillers",Young Adults,96,United States,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",A hapless guy agrees to help his stunning Ã¢ÂÂ but psychotic Ã¢ÂÂ girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.,2017,4
7 anos,"Dramas, International Movies",Adults,77,Spain,Roger Gual,"Paco LeÃÂ³n, Juana Acosta, Juan Pablo Raba, Alex BrendemÃÂ¼hl, Manuel MorÃÂ³n",Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.,2016,4
7 Din Mohabbat In,"Comedies, International Movies, Music & Musicals",Teens,137,Pakistan,"Meenu Gaur, Farjad Nabi","Mahira Khan, Sheheryar Munawar, Javed Sheikh, Hina Dilpazeer, Amna Ilyas, Mira Sethi, Rimal Ali, Salahuddin Tunio, Aamir Qureshi, Adnan Shah","Given just seven days by a genie to find a girl who will fall for him, a nerdy young man embarks on a madcap and messy search for his would-be wife.",2018,4
7 Khoon Maaf,"Dramas, International Movies, Thrillers",Adults,148,India,Vishal Bhardwaj,"Priyanka Chopra, Vivaan Shah, Manuj Bhaskar, Sanjay Verma",,2011,5
90 ML,"Comedies, International Movies, Music & Musicals",Adults,123,India,Anita Udeep,"Oviya, Masoom Shankar, Bommu Lakshmi, Monisha Ram, Tej Raj, Shree Gopika, Anson Paul, Devadarshini Chetan",Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,2019,5
93 Days,"Dramas, International Movies, Thrillers",Teens,121,Nigeria,Steve Gukas,"Bimbo Akintola, Somkele Iyamah, Danny Glover, Gideon Okeke, Seun Kentebe, Keppy Ekpenyong, Zara Udofia Ejoh, Bimbo Manuel, Patrick Diabuah, Tina Mba, Alastair Mackenzie, Tim Reid",Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.,2016,5
A 2nd Chance,"Children & Family Movies, Dramas, Sports Movies",Teens,95,Australia,Clay Glen,"Amanda Agostinelli, Lauren Andris, Samantha Beaty, Anne Bigham",,2011,3
A 3 Minute Hug,"Documentaries, International Movies",Teens,28,"Mexico, United States",Everardo GonzÃÂ¡lez,,This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.,2019,5
A Babysitter's Guide to Monster Hunting,Children & Family Movies,Teens,99,United States,Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough","Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",2020,1
A Bad Moms Christmas,Comedies,Young Adults,104,"United States, China","Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Susan Sarandon, Christine Baranski, Jay Hernandez, Cheryl Hines, Peter Gallagher, Justin Hartley","Stressed-out moms Amy, Carla and Kiki are back, and the looming Christmas holiday gets even more daunting when their mothers show up for a visit.",2017,1
A Beautiful Life,"Dramas, International Movies, Romantic Movies",Young Adults,122,"China, Hong Kong",Alejandro Chomski,"Debi Mazar, Angela Sarafyan, Dana Delany, Bai Ling",,2011,1
A Billion Colour Story,"Dramas, Independent Movies, International Movies",Young Adults,104,India,Padmakumar Narasimhamurthy,"Dhruva Padmakumar, Gaurav Sharma, Vasuki",The curious child of idealistic interfaith parents observes an increasingly intolerant world as his family faces financial strain.,2016,3
A Boy Called Po,"Dramas, Sci-Fi & Fantasy",Teens,94,United States,John Asher,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George","After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying.",2016,1
A Bridge Too Far,"Action & Adventure, Classic Movies, Dramas",Teens,176,"United States, United Kingdom",Richard Attenborough,"Siem Vroom, Marlies van Alcmaer, Erik van 't Wout, Wolfgang Preiss",,1977,5
A California Christmas,"Comedies, Romantic Movies",Teens,107,United States,Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio, Natalia Mann, Katelyn Epperly, Gunnar Anderson, Julie Lancaster, Amanda Detmer","With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her familyÃ¢ÂÂs land before Christmas.",2020,3
A Champion Heart,"Children & Family Movies, Dramas",Kids,90,United States,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",2018,1
A Chaster Marriage,"Comedies, International Movies, Romantic Movies",Young Adults,94,Turkey,Umut Kirca,"Emre Karayel, Ceren Moray, BegÃÂ¼m KÃÂ¼tÃÂ¼k, Ececan GÃÂ¼meci, ÃÂmit Erdim, Cem KiliÃÂ§, Haldun Boysan, Ferdi Akarnur, Mine Teber, GÃÂ¼neÃÂ Hayat","Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves.",2016,5
A Choo,"Action & Adventure, International Movies, Romantic Movies",Young Adults,101,Taiwan,"Kevin Ko, Peter Tsi","Kai Ko, Ariel Lin, Darren Wang, Zhang Xiaolong, Louis Koo, Vanness Wu, Kate Tsui","Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain.",2020,1
A Christmas Catch,"Dramas, Romantic Movies",Kids,87,Canada,,"Emily Alatalo, Lauren Holly, Yanic Truesdale, Franco Lo Presti, Andrew Bushell, Genelle Williams, Kyana Teresa, Eric Hicks",A cop working undercover to trail a possible diamond thief gets caught in a tricky spot when she finds new clues Ã¢ÂÂ and new feelings Ã¢ÂÂ for the suspect.,2018,2
A Christmas Prince,"Children & Family Movies, Dramas, Romantic Movies",Teens,92,United States,Alex Zamm,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.,2017,2
A Christmas Prince: The Royal Baby,"Children & Family Movies, Dramas, Romantic Movies",Teens,85,United States,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Sarah Douglas, Andy Lucas, Raj Bajaj, Richard Ashton, Tahirah Sharif, Joel McVeagh, Theo Devaney, Kevin Shen, Momo Yeung, Crystal Yu, Billy Angel","Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery.",2019,4
A Christmas Prince: The Royal Wedding,"Children & Family Movies, Dramas, Romantic Movies",Teens,93,United States,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Simon Dutton, Honor Kneafsey, Sarah Douglas, Theo Devaney, John Guerrasio, Andy Lucas, Raj Bajaj, Richard Ashton, Billy Angel, Tahirah Sharif, Joel McVeagh","A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",2018,2
A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Movies,Kids,22,"France, South Korea, Japan",Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, Selah Victor, Ben Diskin, Erin Fitzgerald, Grant George",Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.,2016,1
A Cinderella Story,"Children & Family Movies, Comedies",Teens,95,"United States, Canada",Mark Rosman,"Hilary Duff, Jennifer Coolidge, Chad Michael Murray, Dan Byrd",,2004,2
A Cinderella Story: Christmas Wish,"Children & Family Movies, Comedies, Music & Musicals",Teens,86,United States,Michelle Johnston,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch, Lillian Doucet-Roche, Chanelle Peloso, Barclay Hope, Garfield Wilson","Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle.",2019,3
A Clockwork Orange,"Classic Movies, Cult Movies, Dramas",Young Adults,137,"United Kingdom, United States",Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke",,1971,5
A Dangerous Woman,"Dramas, Romantic Movies",Young Adults,101,United States,Stephen Gyllenhaal,"Laurie Metcalf, Debra Winger, John Terry, Barbara Hershey",,1993,4
A Fairly Odd Summer,"Children & Family Movies, Comedies",Kids,68,United States,Savage Steve Holland,"Drake Bell, Daniella Monet, David Lewis, Susanne Blakeslee, Daran Norris, Scott Baio, Devon Weigel, Ella Anderson, Carter Hastings","In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",2014,4
A Fall from Grace,"Dramas, Thrillers",Adults,121,United States,Tyler Perry,"Crystal Fox, Phylicia Rashad, Cicely Tyson, Bresha Webb, Mehcad Brooks, Adrian Pasdar, Tyler Perry","When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry.",2020,1
A Family Affair,"Documentaries, International Movies",Teens,111,"Netherlands, Denmark, South Africa",George B. Seitz,"Lionel Barrymore, Cecilia Parker, Eric Linden, Mickey Rooney",,2015,3
A Family Man,Dramas,Young Adults,110,"Canada, United States",Mark Williams,"Gerard Butler, Gretchen Mol, Alison Brie, Willem Dafoe, Alfred Molina, Maxwell Jenkins, Anupam Kher, Dustin Milligan",A ruthless corporate headhunter battles his rival for a promotion while dealing with a family crisis that threatens to derail his career.,2016,1
A Family Reunion Christmas,Movies,Teens,29,United States,Robbie Countryman,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, JackÃÂ©e Harry, Richard Roundtree",M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,2019,1
A Flying Jatt,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Young Adults,142,India,Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Amrita Puri",A timid man gets unexpected superpowers while trying to save his family's land and a sacred tree from a ruthless tycoon.,2016,3
A Fortunate Man,"Dramas, International Movies",Adults,168,Denmark,Bille August,"Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen, Tommy Kenter, Tammi ÃÂst, Rasmus Bjerg, Ole Lemmeke, Sarah Viktoria Bjerregaard, Anders Hove, Jens Albinus","A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.",2018,4
A Futile and Stupid Gesture,Comedies,Adults,102,United States,David Wain,"Will Forte, Domhnall Gleeson, Martin Mull, Joel McHale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty","In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s.",2018,4
A Ghost Story,"Dramas, Independent Movies",Young Adults,92,United States,David Lowery,"Casey Affleck, Rooney Mara, Liz Franke, Rob Zabrecky, Will Oldham, Sonia Acevedo","Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open.",2017,5
A Glimpse Inside the Mind of Charles Swan III,"Comedies, Independent Movies",Young Adults,86,United States,Roman Coppola,"Charlie Sheen, James Paradise, Anne Bellamy, Jason Schwartzman",,2012,1
